자치구,위도,경도,CCTV 수량
중랑구,37.6136692168637,127.075353874577,1
중랑구,37.6132926940917,127.07869720459,1
중랑구,37.6130409240723,127.074501037598,1
중랑구,37.5916519165039,127.100219726563,1
중랑구,37.6129493713379,127.075500488281,1
중랑구,37.6122342248024,127.080581476633,1
중랑구,37.6127996000845,127.077037550741,1
중랑구,37.6128997802734,127.080574035645,1
중랑구,37.6148529052734,127.080863952637,1
중랑구,37.6127996000845,127.077037550741,1
중랑구,37.6129493713379,127.075500488281,1
중랑구,37.5918502807617,127.074378967285,1
중랑구,37.6130409240723,127.074501037598,1
중랑구,37.6127996000845,127.077037550741,1
중랑구,37.6125826468236,127.076383704841,1
중랑구,37.6125602722167,127.074325561523,1
중랑구,37.6134526590405,127.072842610986,1
중랑구,37.6125602722167,127.074325561523,1
중랑구,37.5793031781835,127.08783984074,1
중랑구,37.5919227600098,127.089637756348,1
중랑구,37.6125826468236,127.076383704841,1
중랑구,37.6125826468236,127.076383704841,1
중랑구,37.6125602722167,127.074325561523,1
중랑구,37.611882941829,127.076652993694,1
중랑구,37.6061706542969,127.078018188477,1
중랑구,37.6112384193014,127.075031873413,1
중랑구,37.6125421931477,127.073434111923,1
중랑구,37.5972518920898,127.078681945801,1
중랑구,37.6105880737305,127.072868347168,1
중랑구,37.6089371588107,127.095774966961,1
중랑구,37.6125826468236,127.076383704841,1
중랑구,37.6122342248024,127.080581476633,1
중랑구,37.6119951133899,127.093066916408,1
중랑구,37.6125421931477,127.073434111923,1
중랑구,37.6119951133899,127.093066916408,1
중랑구,37.5922029445943,127.07600228891,1
중랑구,37.6119951133899,127.093066916408,1
중랑구,37.5789222717285,127.090454101563,1
중랑구,37.6136322021484,127.079521179199,1
중랑구,37.6130409240723,127.074501037598,1
중랑구,37.6121406555176,127.078559875488,1
중랑구,37.6119651794434,127.075881958008,1
중랑구,37.6038360595703,127.084922790527,1
중랑구,37.592258630585,127.100453883538,1
중랑구,37.611882941829,127.076652993694,1
중랑구,37.611882941829,127.076652993694,1
중랑구,37.6116218566895,127.074081420898,1
중랑구,37.6119222513657,127.076948626179,1
중랑구,37.6119651794434,127.075881958008,1
중랑구,37.6116218566895,127.074081420898,1
중랑구,37.6186200204916,127.084133209785,1
중랑구,37.592258630585,127.100453883538,1
중랑구,37.6134526590405,127.072842610986,1
중랑구,37.6142212394434,127.073708829348,1
중랑구,37.6125602722167,127.074325561523,1
중랑구,37.615188907835,127.075487087256,1
중랑구,37.5788269042969,127.088218688965,1
중랑구,37.6116218566895,127.074081420898,1
중랑구,37.610912322998,127.094146728516,1
중랑구,37.5924346145708,127.088165121584,1
중랑구,37.6105880737305,127.072868347168,1
중랑구,37.6112247770752,127.081352106152,1
중랑구,37.611499786377,127.07958984375,1
중랑구,37.6111146911461,127.106116257032,1
중랑구,37.6113741442072,127.079287993159,1
중랑구,37.594051361084,127.09546661377,1
중랑구,37.6112247770752,127.081352106152,1
중랑구,37.5926967510725,127.092848968332,1
중랑구,37.6110602878262,127.079959702526,1
중랑구,37.6109587300696,127.075061051785,1
중랑구,37.5887723218495,127.086804343939,1
중랑구,37.6110602878262,127.079959702526,1
중랑구,37.5785217285156,127.08374786377,1
중랑구,37.6121406555176,127.078559875488,1
중랑구,37.6111146911461,127.106116257032,1
중랑구,37.592700958252,127.074752807617,1
중랑구,37.6109587300696,127.075061051785,1
중랑구,37.610912322998,127.094146728516,1
중랑구,37.6104438927689,127.081022814225,1
중랑구,37.6107575626821,127.07755041349,1
중랑구,37.6107575626821,127.07755041349,1
중랑구,37.610912322998,127.094146728516,1
중랑구,37.6109587300696,127.075061051785,1
중랑구,37.5929183959961,127.078216552734,1
중랑구,37.6107575626821,127.07755041349,1
중랑구,37.6145973205566,127.100799560547,1
중랑구,37.6107060874519,127.078616946245,1
중랑구,37.6107060874519,127.078616946245,1
중랑구,37.611499786377,127.07958984375,1
중랑구,37.6104431152344,127.095932006836,1
중랑구,37.5782020023991,127.091050069437,1
중랑구,37.593017578125,127.084976196289,1
중랑구,37.6107060874519,127.078616946245,1
중랑구,37.6107575626821,127.07755041349,1
중랑구,37.6106414794922,127.076164245605,1
중랑구,37.6103484264298,127.080656422711,1
중랑구,37.6101356255351,127.078038120958,1
중랑구,37.6106305729558,127.076483241098,1
중랑구,37.6091461181641,127.080497741699,1
중랑구,37.5933609008789,127.081001281738,1
중랑구,37.5715484619141,127.08226776123,1
중랑구,37.5783791163372,127.084960580246,1
중랑구,37.6075286865234,127.077346801758,1
중랑구,37.6107060874519,127.078616946245,1
중랑구,37.6010925979733,127.085248058192,1
중랑구,37.5778244349565,127.0824077467,1
중랑구,37.5779724121094,127.09300994873,1
중랑구,37.593414908126,127.089305267866,1
중랑구,37.6140956847673,127.100382582372,1
중랑구,37.6140956847673,127.100382582372,1
중랑구,37.6136692168637,127.075353874577,1
중랑구,37.6136692168637,127.075353874577,1
중랑구,37.6110602878262,127.079959702526,1
중랑구,37.5777931213379,127.087707519531,1
중랑구,37.578010559082,127.09220123291,1
중랑구,37.5935523542957,127.07597539484,1
중랑구,37.5781520477609,127.089199648006,1
중랑구,37.5776901245117,127.086395263672,1
중랑구,37.57776271809,127.083316105303,1
중랑구,37.5779724121094,127.09300994873,1
중랑구,37.5781001762393,127.083585064407,1
중랑구,37.5777931213379,127.087707519531,1
중랑구,37.5776901245117,127.086395263672,1
중랑구,37.5935935974121,127.088157653809,1
중랑구,37.5778244349565,127.0824077467,1
중랑구,37.5779724121094,127.09300994873,1
중랑구,37.5777931213379,127.087707519531,1
중랑구,37.5777931213379,127.087707519531,1
중랑구,37.5778244349565,127.0824077467,1
중랑구,37.5786409974628,127.087097102144,1
중랑구,37.5776329040527,127.086860656738,1
중랑구,37.5938112598549,127.0927862725,1
중랑구,37.5781520477609,127.089199648006,1
중랑구,37.5795959204111,127.08446024998,1
중랑구,37.5772004011405,127.080611268624,1
중랑구,37.5775527954102,127.080360412598,1
중랑구,37.5776138305664,127.088432312012,1
중랑구,37.578010559082,127.09220123291,1
중랑구,37.5917548576642,127.097926930167,1
중랑구,37.593835434789,127.076266794401,1
중랑구,37.5775121004536,127.081176480642,1
중랑구,37.5776901245117,127.086395263672,1
중랑구,37.5777435302734,127.08423614502,1
중랑구,37.5775527954102,127.080360412598,1
중랑구,37.578010559082,127.09220123291,1
중랑구,37.5776901245117,127.086395263672,1
중랑구,37.5906560105,127.097302236988,1
중랑구,37.6070137023926,127.09130859375,1
중랑구,37.5773218719666,127.082560610304,1
중랑구,37.5775527954102,127.080360412598,1
중랑구,37.5777435302734,127.08423614502,1
중랑구,37.5772004011405,127.080611268624,1
중랑구,37.5773049659791,127.089806670696,1
중랑구,37.5775121004536,127.081176480642,1
중랑구,37.5776138305664,127.088432312012,1
중랑구,37.5930695147335,127.090527439139,1
중랑구,37.5773049659791,127.089806670696,1
중랑구,37.5772004011405,127.080611268624,1
중랑구,37.5773218719666,127.082560610304,1
중랑구,37.5775121004536,127.081176480642,1
중랑구,37.5773218719666,127.082560610304,1
중랑구,37.5773049659791,127.089806670696,1
중랑구,37.5773218719666,127.082560610304,1
중랑구,37.6126384533676,127.088777696765,1
중랑구,37.5933865680282,127.074488221084,1
중랑구,37.5769706118448,127.082014304168,1
중랑구,37.5772563409962,127.083880077015,1
중랑구,37.5777435302734,127.08423614502,1
중랑구,37.5757446289063,127.087043762207,1
중랑구,37.577033996582,127.089836120605,1
중랑구,37.5769157409667,127.08129119873,1
중랑구,37.5870396550338,127.100318333616,1
중랑구,37.5775238006115,127.085025821711,1
중랑구,37.5766105651855,127.087829589844,1
중랑구,37.5769157409667,127.08129119873,1
중랑구,37.5771616613681,127.082576680005,1
중랑구,37.5772563409962,127.083880077015,1
중랑구,37.5769479780367,127.087652945763,1
중랑구,37.5781001762393,127.083585064407,1
중랑구,37.5856409679389,127.081958826171,1
중랑구,37.5772004011405,127.080611268624,1
중랑구,37.5769706118448,127.082014304168,1
중랑구,37.5768021173664,127.085689060496,1
중랑구,37.5769479780367,127.087652945763,1
중랑구,37.5764150110906,127.08072653917,1
중랑구,37.5765953063965,127.083877563477,1
중랑구,37.5767918373304,127.086513026288,1
중랑구,37.6145706176758,127.112213134766,1
중랑구,37.5769378455185,127.089977295883,1
중랑구,37.577033996582,127.089836120605,1
중랑구,37.5767918373304,127.086513026288,1
중랑구,37.5765999460324,127.080367903575,1
중랑구,37.5769157409667,127.08129119873,1
중랑구,37.5764541625977,127.087547302246,1
중랑구,37.5769479780367,127.087652945763,1
중랑구,37.615727150986,127.091335268116,1
중랑구,37.5767860412598,127.085205078125,1
중랑구,37.6126384533676,127.088777696765,1
중랑구,37.5766105651855,127.087829589844,1
중랑구,37.5767918373304,127.086513026288,1
중랑구,37.5765953063965,127.083877563477,1
중랑구,37.5767918373304,127.086513026288,1
중랑구,37.5777618511394,127.089327660022,1
중랑구,37.5835952758789,127.087310791016,1
중랑구,37.5758247375488,127.086166381836,1
중랑구,37.594062495584,127.077242242477,1
중랑구,37.5764150110906,127.08072653917,1
중랑구,37.5772563409962,127.083880077015,1
중랑구,37.596140796461,127.090373803962,1
중랑구,37.5762748718262,127.085342407227,1
중랑구,37.5765953063965,127.083877563477,1
중랑구,37.6190795898438,127.11156463623,1
중랑구,37.5766105651855,127.087829589844,1
중랑구,37.5763851301645,127.079258829927,1
중랑구,37.576416015625,127.081260681152,1
중랑구,37.5765953063965,127.083877563477,1
중랑구,37.5764541625977,127.087547302246,1
중랑구,37.5761416847061,127.083644916054,1
중랑구,37.5946327364313,127.075518227921,1
중랑구,37.5712089538574,127.085227966309,1
중랑구,37.5766375446622,127.084379360446,1
중랑구,37.5758161068176,127.085842498432,1
중랑구,37.5760536193848,127.082649230957,1
중랑구,37.5763174243059,127.081261530257,1
중랑구,37.5765953063965,127.083877563477,1
중랑구,37.5760917663574,127.082359313965,1
중랑구,37.5758247375488,127.086166381836,1
중랑구,37.5725366862672,127.083246234528,1
중랑구,37.5778244349565,127.0824077467,1
중랑구,37.5762748718262,127.085342407227,1
중랑구,37.5763851301645,127.079258829927,1
중랑구,37.5761416847061,127.083644916054,1
중랑구,37.5760536193848,127.082649230957,1
중랑구,37.5761416847061,127.083644916054,1
중랑구,37.5761416847061,127.083644916054,1
중랑구,37.5725563016961,127.081064783704,1
중랑구,37.5751940088515,127.082347326958,1
중랑구,37.5717900586081,127.087833687249,1
중랑구,37.5760536193848,127.082649230957,1
중랑구,37.5767860412598,127.085205078125,1
중랑구,37.5920333862305,127.085723876953,1
중랑구,37.5757446289063,127.083999633789,1
중랑구,37.5757446289063,127.083999633789,1
중랑구,37.5730628967285,127.084182739258,1
중랑구,37.5763851301645,127.079258829927,1
중랑구,37.575610528012,127.087846343528,1
중랑구,37.575735779293296,127.086706619357,1
중랑구,37.573429107666,127.08309173584,1
중랑구,37.5717250444854,127.086275078634,1
중랑구,37.578010559082,127.09220123291,1
중랑구,37.5769706118448,127.082014304168,1
중랑구,37.573429107666,127.08309173584,1
중랑구,37.5758161068176,127.085842498432,1
중랑구,37.6086235046387,127.087455749512,1
중랑구,37.5755002964485,127.081431927253,1
중랑구,37.5757446289063,127.083999633789,1
중랑구,37.5759350397296,127.08519312139,2
중랑구,37.5751704578297,127.084635070776,1
중랑구,37.5757228289993,127.083333243212,1
중랑구,37.5749372366002,127.088754140424,1
중랑구,37.5967300215992,127.083310388371,1
중랑구,37.5767860412598,127.085205078125,1
중랑구,37.575610528012,127.087846343528,1
중랑구,37.5757228289993,127.083333243212,1
중랑구,37.5755782502982,127.087974349703,1
중랑구,37.5751940088515,127.082347326958,1
중랑구,37.57776271809,127.083316105303,1
중랑구,37.5747230668642,127.085829843359,1
중랑구,37.5755002964485,127.081431927253,1
중랑구,37.5755002964485,127.081431927253,1
중랑구,37.5795959204111,127.08446024998,1
중랑구,37.5760536193848,127.082649230957,1
중랑구,37.5757228289993,127.083333243212,1
중랑구,37.5751704578297,127.084635070776,1
중랑구,37.5748329946502,127.085599460103,1
중랑구,37.5755002964485,127.081431927253,1
중랑구,37.5742797851563,127.086944580078,1
중랑구,37.5751940088515,127.082347326958,1
중랑구,37.5738258361816,127.086990356445,1
중랑구,37.5751704578297,127.084635070776,1
중랑구,37.5752019679676,127.088227713901,1
중랑구,37.57470703125,127.082893371582,1
중랑구,37.5742797851563,127.086944580078,1
중랑구,37.575610528012,127.087846343528,1
중랑구,37.5757446289063,127.083999633789,1
중랑구,37.5747230668642,127.085829843359,1
중랑구,37.57470703125,127.082893371582,1
중랑구,37.57470703125,127.082893371582,1
중랑구,37.5752591791224,127.088028207475,1
중랑구,37.5751704578297,127.084635070776,1
중랑구,37.5741279631463,127.084186798314,1
중랑구,37.5764150110906,127.08072653917,1
중랑구,37.5745009367723,127.087602874118,1
중랑구,37.5741119912954,127.080931386034,1
중랑구,37.5742797851563,127.086944580078,1
중랑구,37.5717747486251,127.084770185453,1
중랑구,37.5742797851563,127.086944580078,1
중랑구,37.5745009367723,127.087602874118,1
중랑구,37.5741279631463,127.084186798314,1
중랑구,37.5762748718262,127.085342407227,1
중랑구,37.5738258361816,127.086990356445,1
중랑구,37.5741119912954,127.080931386034,1
중랑구,37.5741119912954,127.080931386034,1
중랑구,37.5741279631463,127.084186798314,1
중랑구,37.5739496765853,127.082994720827,1
중랑구,37.5752591791224,127.088028207475,1
중랑구,37.5746039094437,127.082478087626,1
중랑구,37.5765999460324,127.080367903575,1
중랑구,37.573429107666,127.08309173584,1
중랑구,37.5732955932617,127.081016540527,1
중랑구,37.5728439936751,127.084777608455,1
중랑구,37.5738258361816,127.086990356445,1
중랑구,37.5717178350982,127.080904253871,1
중랑구,37.5736427307129,127.083831787109,1
중랑구,37.5739496765853,127.082994720827,1
중랑구,37.5769157409667,127.08129119873,1
중랑구,37.573408395133,127.086371430557,1
중랑구,37.6105728149414,127.081871032715,1
중랑구,37.5757446289063,127.087043762207,1
중랑구,37.5741119912954,127.080931386034,1
중랑구,37.573429107666,127.08309173584,1
중랑구,37.602480234866,127.093798879833,1
중랑구,37.5717900586081,127.087833687249,1
